height_cm,attacking_overall,defending_overall,pace,shooting,passing,dribbling,physic,skill_overall,movement_overall,power_overall,mentality_overall,goalkeeping_overall,forward,midfielder,defender,goalkeeper
175,51,50,83,51,58,60,49,54,73,48,52,11,0,1,0,0
184,39,60,58,25,39,43,66,34,57,49,45,10,0,0,1,0
185,71,34,73,78,67,73,77,67,72,76,68,10,1,0,0,0
191,54,34,47,62,51,56,74,53,50,69,56,13,1,0,0,0
187,50,54,46,47,55,56,61,52,50,53,52,11,0,1,0,0
173,54,62,76,54,59,69,77,54,76,71,63,12,0,1,0,0
175,56,29,67,55,62,65,55,61,68,57,49,9,0,1,0,0
174,41,59,71,33,48,59,52,46,72,48,49,10,0,0,1,0
181,47,55,54,39,53,57,54,50,56,50,45,10,0,1,0,0
170,69,70,70,72,75,76,75,74,75,76,72,9,0,1,0,0
174,41,58,72,32,48,51,71,44,65,60,47,11,0,0,1,0
173,40,66,64,28,45,58,43,40,64,40,46,11,0,0,1,0
186,21,22,28,18,25,27,29,26,50,38,26,61,0,0,0,1
175,54,45,69,58,58,63,47,58,68,51,54,12,0,1,0,0
186,31,55,53,29,34,32,69,28,49,57,41,10,0,0,1,0
178,56,68,73,58,65,72,75,64,72,68,66,9,0,1,0,0
178,60,60,60,66,64,66,67,65,63,68,62,10,0,1,0,0
189,56,83,81,42,68,70,86,59,74,70,70,11,0,0,1,0
191,40,64,42,32,49,53,77,44,49,60,48,14,0,0,1,0
175,53,21,71,56,49,63,58,45,69,62,43,12,1,0,0,0
185,42,61,36,32,55,38,79,41,37,63,51,10,0,0,1,0
178,52,47,76,47,55,57,57,53,69,55,48,10,0,1,0,0
192,52,77,58,47,63,59,78,57,59,68,61,12,0,0,1,0
170,31,50,85,23,38,48,60,36,71,51,36,12,0,0,1,0
186,39,64,56,29,42,44,64,38,53,53,43,10,0,0,1,0
178,57,21,82,61,54,64,66,50,73,70,48,12,1,0,0,0
185,66,63,71,64,73,70,77,69,67,71,68,10,0,1,0,0
180,48,24,86,58,46,59,56,48,73,56,47,9,1,0,0,0
193,45,72,58,29,49,57,72,46,58,55,50,10,0,0,1,0
177,60,63,67,67,62,65,68,56,69,70,65,11,0,1,0,0
170,56,72,73,50,64,73,68,59,71,63,64,12,0,0,1,0
175,54,57,83,54,62,64,65,58,74,61,57,11,0,1,0,0
182,49,62,72,49,55,60,66,57,64,63,56,9,0,0,1,0
170,61,66,77,62,64,70,68,65,77,67,61,13,0,0,1,0
187,53,75,60,45,63,66,74,58,63,62,64,9,0,0,1,0
183,35,52,83,23,43,58,61,44,68,47,41,9,0,0,1,0
183,47,60,55,42,50,50,75,46,53,64,52,11,0,0,1,0
183,41,61,61,28,50,54,63,43,61,52,48,12,0,0,1,0
181,48,61,61,40,61,60,60,57,62,56,49,11,0,1,0,0
182,12,11,28,18,25,27,29,14,31,37,20,48,0,0,0,1
188,52,78,46,32,55,59,81,54,52,54,56,11,0,0,1,0
179,59,17,79,67,54,68,65,54,74,73,49,10,1,0,0,0
184,53,63,68,46,63,64,68,60,67,60,59,12,0,0,1,0
186,59,28,72,66,62,67,62,64,66,66,49,11,0,1,0,0
166,66,36,73,78,56,67,51,60,72,67,55,8,1,0,0,0
186,58,61,52,60,66,64,69,64,58,65,65,9,0,1,0,0
173,61,65,88,59,64,67,72,60,80,68,61,10,0,1,0,0
176,63,21,72,64,68,71,59,69,72,66,53,10,0,1,0,0
176,37,50,62,27,44,48,54,40,59,44,43,10,0,0,1,0
188,58,73,54,53,69,65,72,67,58,69,65,11,0,0,1,0
185,49,85,68,40,56,68,78,54,64,67,59,11,0,0,1,0
180,69,43,66,72,79,78,71,77,72,70,76,10,0,1,0,0
183,64,45,47,59,68,68,40,62,57,50,54,10,0,1,0,0
183,40,65,65,33,38,47,78,36,65,63,48,10,0,0,1,0
178,46,37,66,48,51,59,52,49,65,51,49,10,0,1,0,0
173,51,42,72,51,55,66,52,58,65,52,49,10,0,1,0,0
171,58,58,61,57,60,63,72,56,68,64,63,10,0,1,0,0
193,18,14,28,18,25,27,29,19,46,44,25,63,0,0,0,1
188,12,12,28,18,25,27,29,14,38,39,24,59,0,0,0,1
189,48,72,32,37,56,52,69,51,40,59,59,12,0,0,1,0
185,39,69,31,29,44,42,75,43,37,57,50,10,0,0,1,0
173,53,69,76,37,65,68,66,64,74,58,59,11,0,0,1,0
179,68,27,59,72,61,67,68,57,64,69,61,12,1,0,0,0
175,52,38,75,56,57,66,49,57,72,56,47,9,0,1,0,0
182,49,60,69,41,49,58,64,48,62,51,52,12,0,0,1,0
172,53,60,85,54,61,67,60,57,78,59,57,9,0,0,1,0
172,65,35,89,72,67,81,58,69,84,66,61,9,0,1,0,0
189,40,62,52,30,40,47,70,37,50,56,41,10,0,0,1,0
188,71,56,70,74,69,69,80,68,59,76,75,12,1,0,0,0
188,63,29,71,72,54,67,73,61,67,70,59,11,1,0,0,0
190,37,57,61,28,35,42,61,34,56,50,43,10,0,0,1,0
177,64,47,81,70,63,73,74,64,78,74,66,11,1,0,0,0
182,42,51,68,32,51,54,54,48,62,46,40,10,0,0,1,0
186,52,69,68,51,56,53,75,55,66,73,55,10,0,0,1,0
170,62,34,83,63,60,65,66,59,77,67,50,11,0,1,0,0
188,59,81,57,45,67,65,81,62,59,68,67,10,0,0,1,0
178,47,56,75,49,53,60,54,48,68,57,53,11,0,0,1,0
183,57,27,64,64,50,63,71,52,61,66,51,12,1,0,0,0
185,48,77,69,27,61,67,76,50,65,59,58,9,0,0,1,0
195,52,79,62,36,64,65,83,57,59,63,66,10,0,0,1,0
187,11,11,28,18,25,27,29,14,31,30,17,48,0,0,0,1
195,53,21,68,60,48,57,64,49,58,61,46,10,1,0,0,0
190,44,63,44,40,56,59,79,53,48,63,57,8,0,1,0,0
176,70,48,91,72,67,73,79,64,83,77,65,10,1,0,0,0
171,49,64,86,34,62,70,70,61,80,52,62,12,0,0,1,0
180,51,49,71,56,57,64,57,59,68,57,54,11,0,1,0,0
185,38,65,52,27,47,48,73,41,57,58,49,11,0,0,1,0
175,38,54,57,31,48,51,52,45,58,46,44,8,0,1,0,0
175,60,73,83,52,66,76,75,65,81,68,65,10,0,0,1,0
183,54,72,52,43,56,56,81,55,55,67,58,10,0,0,1,0
188,46,61,64,34,48,42,72,38,58,59,47,8,0,0,1,0
176,52,68,76,40,60,64,72,58,73,60,60,10,0,0,1,0
188,44,61,58,34,52,51,71,44,58,53,50,10,0,1,0,0
171,51,27,66,48,54,61,44,50,65,44,40,8,0,1,0,0
187,18,19,28,18,25,27,29,14,39,40,20,61,0,0,0,1
180,37,56,57,31,37,37,63,34,54,51,39,11,0,0,1,0
194,12,18,28,18,25,27,29,15,36,38,27,55,0,0,0,1
188,62,19,53,67,54,59,77,55,55,72,58,11,1,0,0,0
180,35,56,64,29,40,46,73,39,61,57,42,10,0,0,1,0
193,43,62,67,40,46,52,80,42,60,66,52,12,0,0,1,0
185,32,53,58,25,34,41,63,31,55,46,40,11,0,0,1,0
172,51,60,81,43,58,67,67,55,79,61,57,11,0,0,1,0
188,54,61,70,47,59,60,63,48,64,57,55,11,0,0,1,0
178,59,34,75,58,61,64,57,55,67,61,49,9,0,1,0,0
181,52,68,69,43,61,68,75,56,67,66,56,10,0,0,1,0
170,55,49,76,57,64,70,65,61,79,65,61,12,0,1,0,0
169,57,69,75,57,66,69,67,67,72,67,66,13,0,0,1,0
177,67,42,77,70,69,73,70,66,73,70,65,11,0,1,0,0
181,32,52,63,26,38,46,54,40,59,43,42,9,0,0,1,0
174,34,51,60,31,34,47,49,34,60,43,42,9,0,0,1,0
188,13,15,28,18,25,27,29,17,53,46,35,69,0,0,0,1
177,54,61,67,53,63,60,68,62,66,66,60,11,0,0,1,0
177,49,67,71,51,55,64,63,49,70,68,54,12,0,0,1,0
176,55,49,80,62,63,73,56,58,78,59,58,11,0,1,0,0
189,73,70,78,74,77,77,84,75,77,79,75,11,0,1,0,0
184,43,51,59,42,49,51,59,45,56,53,47,12,0,1,0,0
175,55,35,66,62,59,65,49,59,64,55,52,9,0,1,0,0
184,14,13,28,18,25,27,29,21,39,37,20,55,0,0,0,1
173,56,49,67,52,63,65,43,60,67,52,52,9,0,1,0,0
180,52,28,82,60,61,68,56,66,72,60,50,11,0,1,0,0
178,39,49,73,37,48,53,45,45,67,44,45,11,0,0,1,0
177,48,66,69,38,54,62,79,48,73,65,54,11,0,0,1,0
173,48,60,65,38,59,58,50,54,63,48,49,11,0,1,0,0
191,47,70,51,30,45,49,75,43,48,57,51,11,0,0,1,0
193,16,14,28,18,25,27,29,21,54,46,33,63,0,0,0,1
187,51,76,55,45,52,63,71,52,55,61,60,10,0,0,1,0
173,67,26,75,69,65,72,57,60,76,64,54,12,1,0,0,0
180,20,17,28,18,25,27,29,18,49,43,27,64,0,0,0,1
182,53,26,68,60,50,65,62,52,65,58,52,11,1,0,0,0
176,69,23,83,79,65,81,64,71,81,77,61,10,1,0,0,0
182,46,61,62,36,48,52,61,44,61,53,45,10,0,0,1,0
176,58,44,73,58,60,63,61,58,68,62,55,12,1,0,0,0
176,50,51,68,52,59,64,52,58,64,52,52,10,0,1,0,0
168,42,60,60,29,50,60,57,46,65,50,49,11,0,0,1,0
185,47,72,58,40,47,41,80,42,56,65,58,11,0,0,1,0
175,76,35,84,81,72,86,73,73,86,77,70,10,1,0,0,0
176,66,28,75,69,60,70,62,58,74,68,52,9,1,0,0,0
180,65,22,74,67,61,69,67,57,72,69,56,13,1,0,0,0
182,62,65,56,65,67,62,75,64,61,75,63,12,0,1,0,0
176,49,52,76,43,56,57,66,51,68,59,47,9,0,1,0,0
173,33,52,59,26,33,37,55,29,57,47,37,10,0,0,1,0
179,65,27,82,74,66,72,67,63,79,71,56,11,1,0,0,0
171,63,22,68,67,58,65,60,52,71,71,49,11,1,0,0,0
185,44,65,68,33,52,53,80,50,61,62,57,12,0,0,1,0
168,54,33,71,58,61,75,58,66,73,59,51,9,0,1,0,0
185,49,43,77,51,53,57,53,49,65,53,47,9,1,0,0,0
188,12,10,28,18,25,27,29,12,37,37,20,59,0,0,0,1
178,65,43,76,67,63,70,70,62,72,71,60,11,1,0,0,0
182,31,55,53,25,30,33,70,29,47,54,36,9,0,0,1,0
189,17,15,28,18,25,27,29,15,45,46,36,64,0,0,0,1
189,17,14,28,18,25,27,29,17,52,50,33,69,0,0,0,1
187,41,64,51,30,42,52,70,39,57,54,44,11,0,0,1,0
182,68,50,65,66,65,67,64,65,66,67,66,10,1,0,0,0
176,40,61,64,23,43,48,55,34,61,42,47,9,0,0,1,0
183,49,57,64,43,59,57,59,51,62,55,55,11,0,1,0,0
183,48,71,69,40,50,55,71,47,69,59,52,8,0,0,1,0
190,62,26,68,69,55,67,68,53,62,68,55,10,1,0,0,0
190,51,69,74,44,56,55,73,47,63,63,55,11,0,0,1,0
190,44,66,66,27,46,57,73,44,59,55,49,11,0,0,1,0
175,51,52,65,57,59,61,60,58,63,60,60,9,0,1,0,0
169,55,62,75,62,67,68,58,65,76,62,61,9,0,1,0,0
182,56,32,80,60,60,67,63,59,72,65,49,11,1,0,0,0
172,49,63,64,51,58,61,63,50,62,58,57,12,0,1,0,0
193,20,13,28,18,25,27,29,24,43,48,32,66,0,0,0,1
179,52,61,66,54,56,59,74,51,68,73,55,11,0,1,0,0
173,51,48,67,54,64,72,41,67,70,49,53,11,0,1,0,0
190,14,11,28,18,25,27,29,15,49,53,33,69,0,0,0,1
173,55,66,79,46,63,68,72,61,76,63,61,12,0,0,1,0
183,58,66,69,50,60,65,73,53,63,65,59,10,0,0,1,0
181,51,58,62,55,55,61,70,51,61,64,55,10,0,1,0,0
187,71,40,80,71,68,70,80,66,72,78,65,13,1,0,0,0
168,49,46,76,46,54,57,50,47,73,52,48,10,0,1,0,0
187,22,14,28,18,25,27,29,22,48,43,31,64,0,0,0,1
178,57,70,54,52,69,72,69,68,66,63,69,9,0,1,0,0
186,38,60,61,30,36,36,59,32,56,48,43,11,0,0,1,0
190,55,18,68,66,46,60,68,50,58,72,50,11,1,0,0,0
178,45,57,70,35,55,58,67,53,67,57,51,9,0,0,1,0
189,69,33,68,72,60,66,74,54,65,73,58,9,1,0,0,0
200,13,12,28,18,25,27,29,14,33,39,20,53,0,0,0,1
187,72,25,73,81,69,77,68,72,71,78,61,11,1,0,0,0
193,50,75,53,40,51,51,80,45,53,64,54,11,0,0,1,0
179,56,43,72,59,61,65,65,63,68,64,58,9,0,1,0,0
191,57,24,62,66,45,65,70,46,62,67,54,11,1,0,0,0
183,63,44,85,66,68,72,67,67,78,69,59,12,1,0,0,0
190,18,12,28,18,25,27,29,19,45,46,30,68,0,0,0,1
174,60,39,66,70,63,71,46,66,63,57,53,10,0,1,0,0
182,60,57,84,64,65,72,66,62,76,66,63,12,1,0,0,0
169,56,32,69,61,60,64,49,59,66,53,50,9,0,1,0,0
183,56,37,68,62,49,60,80,49,64,72,60,12,1,0,0,0
190,49,14,86,54,47,59,61,46,69,61,43,11,1,0,0,0
180,58,26,78,63,53,66,62,50,71,64,50,11,1,0,0,0
178,68,64,76,71,73,75,64,73,74,70,69,11,0,1,0,0
175,62,35,88,70,66,76,67,67,82,70,58,9,1,0,0,0
175,49,45,68,45,57,64,52,58,67,49,50,10,0,1,0,0
177,55,68,53,56,65,66,68,63,61,64,65,13,0,1,0,0
184,57,65,65,55,62,68,60,60,65,62,61,11,0,0,1,0
174,50,19,82,57,45,61,59,48,77,60,49,10,1,0,0,0
174,59,40,84,61,61,72,60,64,78,60,57,11,0,1,0,0
187,68,66,51,67,72,68,69,70,60,70,67,11,0,1,0,0
175,52,34,70,58,57,68,55,59,73,57,50,11,1,0,0,0
170,58,72,80,49,73,79,64,73,81,72,66,10,0,0,1,0
187,45,58,65,48,58,55,74,58,64,65,55,11,0,1,0,0
185,47,59,60,35,47,45,61,44,55,52,48,12,0,0,1,0
183,56,17,75,62,51,66,61,52,71,63,49,11,1,0,0,0
180,53,28,93,58,54,67,63,58,82,67,46,9,0,1,0,0
181,61,72,86,51,72,73,77,64,78,64,71,12,0,0,1,0
171,54,54,85,56,56,64,59,57,75,61,53,10,0,0,1,0
181,71,36,84,78,73,79,68,73,80,74,64,8,0,1,0,0
188,55,62,50,60,64,64,73,64,57,65,64,12,0,1,0,0
188,52,74,54,59,59,59,85,64,53,79,60,12,0,0,1,0
183,76,34,79,80,81,85,69,80,81,72,70,7,1,0,0,0
183,38,63,67,32,38,41,79,37,51,60,52,12,0,0,1,0
181,66,33,75,70,70,73,69,69,73,71,64,10,0,1,0,0
170,43,52,72,34,51,53,69,46,69,56,49,9,0,1,0,0
186,17,14,28,18,25,27,29,19,45,46,21,60,0,0,0,1
180,68,26,74,72,65,71,72,64,70,72,61,12,1,0,0,0
178,63,44,83,73,70,78,67,71,78,71,57,11,1,0,0,0
181,63,33,77,67,69,73,64,70,73,65,60,12,0,1,0,0
187,18,15,28,18,25,27,29,15,50,45,22,64,0,0,0,1
188,51,59,76,43,58,63,79,51,67,70,57,11,0,0,1,0
178,39,45,61,34,50,49,69,47,60,60,46,11,0,1,0,0
194,39,64,60,36,41,39,68,37,49,63,46,9,0,0,1,0
184,57,21,74,66,49,64,69,53,68,66,55,11,1,0,0,0
178,52,46,77,52,57,66,59,55,69,53,52,9,0,1,0,0
176,60,46,65,64,68,69,58,68,64,59,61,11,0,1,0,0
194,14,12,28,18,25,27,29,15,27,39,20,55,0,0,0,1
177,47,58,56,47,56,55,64,46,56,54,55,11,0,1,0,0
178,51,18,79,59,46,63,46,49,72,55,44,10,1,0,0,0
184,43,63,66,39,49,52,73,42,62,62,52,9,0,1,0,0
179,37,63,55,31,37,39,71,34,56,61,44,11,0,0,1,0
173,45,58,65,41,56,62,67,52,64,54,50,13,0,0,1,0
185,68,47,79,73,56,64,86,57,73,81,65,10,1,0,0,0
188,69,28,71,78,60,74,74,63,69,73,64,11,1,0,0,0
187,68,35,54,71,66,62,79,63,57,76,57,13,1,0,0,0
189,45,63,54,42,51,49,71,45,50,62,51,11,0,0,1,0
181,46,59,60,43,52,57,70,49,63,58,55,9,0,0,1,0
181,54,70,75,44,66,71,73,63,69,64,61,11,0,1,0,0
182,56,66,67,57,62,59,68,59,64,64,57,10,0,1,0,0
180,68,43,71,72,74,73,68,75,69,72,67,10,0,1,0,0
195,54,60,45,52,58,56,76,52,50,66,57,11,0,1,0,0
183,65,21,72,75,58,69,63,61,65,70,53,11,1,0,0,0
189,17,18,28,18,25,27,29,18,42,43,30,59,0,0,0,1
185,16,15,28,18,25,27,29,17,47,37,29,59,0,0,0,1
180,67,68,82,71,71,77,69,66,78,69,69,11,1,0,0,0
186,50,62,69,51,59,59,68,52,62,63,56,11,0,0,1,0
180,54,17,67,53,55,63,56,56,66,59,41,9,1,0,0,0
178,58,62,81,58,65,63,72,58,78,69,61,11,0,0,1,0
191,38,58,61,29,41,47,64,38,54,52,41,9,0,0,1,0
180,74,34,81,76,82,91,65,80,85,66,66,11,0,1,0,0
178,58,20,85,65,51,68,77,55,76,69,56,13,1,0,0,0
177,74,33,70,77,81,85,68,83,77,66,70,9,1,0,0,0
170,55,64,56,48,66,64,59,55,65,59,55,10,0,1,0,0
188,50,79,70,29,52,58,83,44,66,65,51,11,0,0,1,0
184,56,63,50,48,56,57,71,47,54,64,50,12,0,0,1,0
185,42,64,71,26,48,59,68,42,67,53,51,11,0,0,1,0
182,13,15,28,18,25,27,29,15,40,43,19,56,0,0,0,1
182,58,64,48,59,66,63,77,63,57,72,68,11,0,1,0,0
178,51,57,79,54,53,64,58,53,69,55,55,11,1,0,0,0
174,48,59,77,40,51,55,74,48,68,64,52,11,0,0,1,0
174,62,60,80,67,68,74,55,73,76,64,65,11,0,1,0,0
175,46,62,70,31,57,65,59,52,66,49,56,13,0,0,1,0
178,45,57,81,39,53,62,66,51,72,59,53,11,0,0,1,0
188,44,66,64,35,43,42,77,37,59,65,44,13,0,0,1,0
175,53,54,71,55,60,65,61,57,70,65,57,9,0,1,0,0
188,13,14,28,18,25,27,29,16,53,46,21,58,0,0,0,1
182,65,28,76,68,57,64,59,56,71,66,56,12,1,0,0,0
188,18,14,28,18,25,27,29,25,58,53,33,70,0,0,0,1
190,52,76,58,29,63,58,84,50,58,61,58,10,0,0,1,0
190,52,25,76,61,49,68,78,51,71,70,55,12,1,0,0,0
179,60,51,71,60,73,72,66,73,73,68,62,12,0,1,0,0
186,37,66,62,29,45,40,55,38,53,52,45,11,0,0,1,0
188,61,30,55,67,55,62,81,58,58,74,60,10,1,0,0,0
182,58,61,72,63,63,62,70,58,70,66,62,11,0,1,0,0
185,41,62,67,32,46,47,77,41,58,61,49,17,0,0,1,0
187,55,26,73,59,52,65,48,53,63,52,42,12,1,0,0,0
188,11,12,28,18,25,27,29,13,29,33,18,52,0,0,0,1
180,51,65,74,51,59,65,64,54,70,63,59,12,0,0,1,0
173,50,23,73,53,51,62,45,47,64,50,46,10,1,0,0,0
178,65,35,91,65,63,65,73,60,80,75,60,12,1,0,0,0
188,53,21,83,54,52,59,63,47,69,57,48,10,0,1,0,0
181,49,65,69,52,61,61,65,52,62,59,63,14,0,1,0,0
191,57,65,65,48,56,59,79,56,61,61,59,12,0,0,1,0
175,51,23,76,48,50,61,40,50,66,39,44,12,0,1,0,0
183,51,63,63,54,57,65,75,54,64,67,62,11,0,1,0,0
181,52,62,64,44,60,66,69,56,63,60,58,12,0,1,0,0
171,50,52,65,45,60,68,46,60,69,48,55,10,0,1,0,0
175,34,42,73,29,32,49,44,34,65,39,41,8,0,0,1,0
167,54,65,90,49,63,70,60,60,81,60,58,10,0,0,1,0
175,56,37,76,63,63,72,47,64,73,55,50,10,1,0,0,0
175,63,65,52,69,71,66,64,69,55,71,60,13,0,1,0,0
188,58,78,51,47,59,57,76,49,56,63,66,8,0,0,1,0
185,36,54,55,27,41,45,64,38,52,49,39,8,0,0,1,0
193,44,58,54,37,46,40,78,38,51,62,47,8,0,0,1,0
169,46,47,70,44,47,50,63,45,66,56,46,11,0,1,0,0
178,66,71,44,72,79,71,64,79,54,64,71,12,0,1,0,0
179,64,67,74,65,75,82,68,69,77,65,68,13,0,1,0,0
182,38,66,72,30,41,44,74,36,58,63,47,10,0,0,1,0
174,60,65,62,57,69,63,75,66,64,68,65,9,0,1,0,0
177,57,31,73,64,52,65,73,54,67,65,57,13,1,0,0,0
186,47,66,59,48,54,62,86,49,57,78,63,12,0,1,0,0
187,14,12,28,18,25,27,29,13,30,41,20,54,0,0,0,1
180,51,57,69,42,52,59,63,49,65,58,48,8,0,0,1,0
166,45,61,71,39,52,65,57,47,75,54,51,10,0,0,1,0
176,66,42,78,74,66,75,62,60,72,65,57,11,0,1,0,0
184,12,10,28,18,25,27,29,15,33,36,18,43,0,0,0,1
195,25,16,28,18,25,27,29,28,58,49,38,79,0,0,0,1
179,68,31,81,75,64,73,76,66,80,77,70,11,1,0,0,0
170,41,66,58,34,41,60,61,47,61,49,49,11,0,0,1,0
185,66,32,74,67,65,73,60,66,70,63,63,10,1,0,0,0
168,58,31,79,65,64,75,39,68,79,57,52,10,1,0,0,0
172,67,67,65,73,75,76,69,74,70,71,73,12,0,0,1,0
183,55,65,52,51,66,63,77,64,55,68,64,13,0,1,0,0
177,56,18,86,55,61,68,52,60,76,54,48,10,0,1,0,0
182,61,62,47,63,68,66,69,67,59,67,66,11,0,1,0,0
185,54,69,72,39,66,71,61,57,73,55,63,10,0,1,0,0
182,54,22,60,59,48,61,58,46,59,60,45,9,1,0,0,0
178,32,52,63,25,38,50,60,38,58,43,45,7,0,0,1,0
193,51,77,34,41,54,51,80,46,41,62,56,11,0,0,1,0
190,63,25,67,66,59,63,66,56,64,69,50,10,1,0,0,0
188,10,13,28,18,25,27,29,12,41,49,35,65,0,0,0,1
173,58,41,89,62,56,77,60,57,81,60,59,11,1,0,0,0
180,40,46,60,40,47,43,54,40,57,53,45,10,0,1,0,0
176,52,67,81,56,63,69,76,60,78,73,64,12,0,1,0,0
174,50,71,64,44,61,65,76,54,69,63,65,10,0,1,0,0
196,12,12,28,18,25,27,29,12,34,33,19,57,0,0,0,1
189,42,85,81,25,44,62,81,44,74,59,54,10,0,0,1,0
181,43,60,75,34,49,56,67,44,67,57,49,10,0,0,1,0
183,53,32,69,62,44,62,75,52,64,71,51,12,1,0,0,0
186,50,61,65,41,59,60,68,55,61,59,53,10,0,0,1,0
188,17,13,28,18,25,27,29,17,50,45,27,67,0,0,0,1
175,56,55,70,55,62,69,58,61,72,57,57,10,0,1,0,0
190,53,59,65,52,58,59,79,56,63,69,56,12,0,1,0,0
184,55,35,77,57,58,61,52,53,65,53,50,9,1,0,0,0
174,59,22,67,69,61,68,70,64,70,70,60,5,1,0,0,0
186,44,64,51,50,58,59,86,57,55,79,63,10,0,1,0,0
181,44,55,67,36,47,55,63,41,63,54,43,11,0,0,1,0
181,60,58,76,65,67,71,69,67,75,64,65,11,0,1,0,0
183,61,52,64,64,68,68,67,68,67,65,62,10,0,1,0,0
192,51,75,69,46,53,65,80,61,60,68,61,10,0,0,1,0
180,42,55,59,27,46,49,65,38,57,51,41,11,0,0,1,0
180,59,23,73,60,60,58,42,53,68,49,42,11,0,1,0,0
178,49,57,73,43,54,63,65,58,69,64,46,10,0,0,1,0
190,40,60,65,26,47,48,61,40,58,47,45,12,0,0,1,0
183,51,59,81,37,60,61,71,58,70,59,59,11,0,0,1,0
189,41,72,65,26,48,42,74,37,60,55,51,10,0,0,1,0
175,65,58,65,69,73,75,60,74,73,60,69,11,0,1,0,0
183,52,23,74,61,50,58,62,52,63,62,50,10,1,0,0,0
175,61,24,69,64,61,70,55,63,68,64,49,8,0,1,0,0
174,59,25,78,61,54,64,63,54,73,61,50,10,1,0,0,0
175,40,63,61,25,48,56,56,48,55,44,43,11,0,0,1,0
188,47,66,54,36,45,51,75,42,51,64,51,11,0,0,1,0
174,55,24,80,61,60,66,62,59,74,68,47,10,0,1,0,0
171,58,55,69,54,74,74,60,73,74,59,67,10,0,1,0,0
178,64,61,79,69,68,74,73,68,77,70,68,10,0,1,0,0
178,52,56,57,50,55,59,58,56,61,55,54,9,0,0,1,0
176,54,31,72,66,68,71,66,70,70,71,60,10,0,1,0,0
189,61,37,69,64,61,68,67,61,66,65,62,12,1,0,0,0
180,53,58,80,49,57,61,70,50,72,62,55,11,0,0,1,0
182,62,65,59,63,70,73,68,62,66,67,65,11,0,1,0,0
177,53,41,91,60,52,67,63,54,80,66,52,10,0,1,0,0
185,44,64,53,36,49,59,70,49,53,58,44,9,0,1,0,0
185,63,83,67,49,71,65,83,61,69,71,68,12,0,0,1,0
180,54,27,81,62,48,62,61,46,74,58,56,13,1,0,0,0
177,50,58,69,41,60,56,65,52,66,57,52,10,0,1,0,0
176,44,55,82,42,47,55,63,44,71,58,46,11,0,0,1,0
173,63,66,79,62,66,72,70,71,78,72,59,12,0,0,1,0
190,72,61,66,76,77,78,72,75,66,74,70,12,1,0,0,0
170,51,63,63,44,56,65,59,56,66,55,51,12,0,0,1,0
189,65,32,47,67,64,65,69,63,50,62,66,12,1,0,0,0
173,58,32,78,66,59,68,61,58,72,64,54,9,0,1,0,0
178,69,35,77,70,68,73,68,69,74,71,57,13,0,1,0,0
178,55,55,72,62,60,67,57,59,69,64,53,10,0,1,0,0
180,58,33,72,69,56,65,79,50,71,76,62,12,1,0,0,0
184,46,57,75,37,51,57,63,49,62,54,51,10,0,0,1,0
184,38,61,69,22,42,50,69,37,63,52,44,10,0,0,1,0
179,59,63,65,49,62,64,63,61,61,58,55,11,0,1,0,0
175,58,70,70,58,65,72,68,63,72,67,64,11,0,1,0,0
183,57,75,77,62,62,70,80,61,72,75,65,9,0,1,0,0
174,58,27,94,61,63,73,57,61,84,62,51,10,0,1,0,0
179,56,64,71,55,63,63,73,60,67,68,63,10,0,1,0,0
187,51,81,49,40,59,56,79,49,47,63,60,10,0,0,1,0
194,12,10,28,18,25,27,29,12,27,30,19,47,0,0,0,1
173,46,61,60,31,55,58,62,51,61,46,50,11,0,0,1,0
173,40,59,59,35,53,51,72,46,62,58,56,11,0,1,0,0
183,71,34,88,79,75,83,65,78,84,74,65,10,0,1,0,0
180,75,25,61,83,74,79,63,77,69,73,65,6,1,0,0,0
175,60,63,75,60,70,78,63,67,79,66,67,11,0,1,0,0
183,48,29,71,55,44,61,45,49,61,50,41,10,1,0,0,0
190,42,67,47,31,47,45,77,42,47,57,51,10,0,0,1,0
185,55,29,73,60,51,59,66,49,68,64,53,10,1,0,0,0
187,45,69,58,34,43,60,52,46,61,44,53,10,0,0,1,0
185,41,62,58,35,49,48,75,45,54,61,49,11,0,0,1,0
181,18,15,28,18,25,27,29,31,47,50,38,67,0,0,0,1
189,15,13,28,18,25,27,29,19,42,40,27,63,0,0,0,1
189,21,13,28,18,25,27,29,25,57,46,36,77,0,0,0,1
186,43,56,65,33,42,49,53,40,60,47,42,8,0,0,1,0
176,57,37,75,59,57,65,59,56,73,60,52,11,1,0,0,0
173,57,66,79,54,64,69,60,58,76,53,59,11,0,0,1,0
172,44,29,67,48,52,56,49,53,69,53,47,12,0,1,0,0
175,11,13,28,18,25,27,29,12,33,31,21,48,0,0,0,1
193,18,14,28,18,25,27,29,15,44,47,25,65,0,0,0,1
174,53,59,87,63,58,67,73,63,75,74,58,9,0,1,0,0
193,10,10,28,18,25,27,29,12,34,37,17,47,0,0,0,1
173,70,41,78,72,71,80,55,74,80,63,66,11,0,1,0,0
183,53,31,66,56,55,60,50,55,61,54,44,9,0,1,0,0
185,48,63,71,37,50,56,71,48,65,59,50,12,0,0,1,0
184,61,20,90,67,56,67,71,54,75,71,52,11,1,0,0,0
181,76,36,82,79,76,86,68,77,82,74,70,13,1,0,0,0
175,50,64,61,47,59,61,73,54,62,66,56,11,0,1,0,0
